"";"indicator";"code";"estimate";"stddev";"nsource";"pctrank";"pctranklower";"pctrankupper";"eiu";"prs";"wmo";"scalemean";"scalesd";"extreme_event"
"9028";"ge";"LBR";-1,40994322299957;0,00420646369457245;10;8,09523773193359;3,33333325386047;0,952380180358887;0;0;0,333333333333333;-0,0175409242510796;0,00536638498306274;0
"9029";"ge";"LBR";-1,43107986450195;0,00370295345783234;10;8,01886749267578;1,88679242134094;-0,592991828918457;0;0;0,333333333333333;-0,0108414199203253;-0,00935018062591553;1
"9030";"ge";"LBR";-1,35536432266235;-0,00543569028377533;11;8,96226406097412;4,24528312683105;1,88679313659668;0;0;0,333333333333333;-0,0138314533978701;-0,0107077360153198;0
"9031";"pv";"LBR";-0,468525290489197;-0,00460857152938843;5;29,3838863372803;18,9573459625244;44,5497627258301;0,5;-0,0113636363636362;0,5625;0,0753311887383461;0,0030663013458252;0
"9032";"pv";"LBR";-0,427370250225067;-0,011189728975296;6;32,7014236450195;19,9052124023438;46,445499420166;0,45;-0,0568181818181819;0,5625;0,0731397569179535;-0,00385564565658569;0
"9033";"pv";"LBR";-0,484476506710052;-0,0344021618366241;8;31,7535552978516;20,3791465759277;40,2843589782715;0,55;-0,0113636363636364;0,5625;0,0708112791180611;0,00351965427398682;0
"9034";"pv";"LBR";-0,475507080554962;0,0060354620218277;8;29,3838863372803;19,4312801361084;42,6540298461914;0,55;0,0113636363636364;0,5625;0,0770453289151192;0,000825464725494385;0
"9035";"pv";"LBR";-0,615449607372284;-0,0264651775360107;7;24,761905670166;14,2857141494751;36,1904754638672;0,45;-0,0113636363636365;0,583333333333333;0,0680865570902824;0,00999397039413452;0
"9036";"pv";"LBR";-0,817833304405212;-0,000410094857215881;8;20,4761905670166;10,9523811340332;28,0952377319336;0,35;-0,0113636363636362;0,583333333333333;0,0630356296896935;0,00120347738265991;1
"9037";"pv";"LBR";-0,441768199205399;0,00866511464118958;7;30;19,5238094329834;43,3333320617676;0,45;0,0113636363636364;0,625;0,0615252442657948;-0,00161749124526978;0
"9038";"pv";"LBR";-0,319722712039948;-0,000804990530014038;8;32,8571434020996;22,8571434020996;46,6666679382324;0,45;-0,0227272727272728;0,625;0,0644638538360596;-0,001242995262146;0
"9039";"pv";"LBR";-0,204105362296104;0,000835567712783813;8;39,1509437561035;26,4150943756104;52,8301887512207;0,55;0,0454545454545455;0,666666666666667;0,0686810463666916;0,0014076828956604;0
